,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,SMA,Signal
10,2014-12-12,5.761719135719606,20.539128359846273,36.65034502250189,5.761719135719606,5.761719135719606,3.948782288510006,3.948782288510006,3.948782288510006,3.9142085819831967,3.9142085819831967,3.9142085819831967,0.034573706526809383,0.034573706526809383,0.034573706526809383,0.0,0.0,0.0,28.513493610218365,28.344779312836447,1
11,2014-12-15,5.789600593945235,21.247805263152006,36.081238872798316,5.789600593945235,5.789600593945235,3.9414045014353274,3.9414045014353274,3.9414045014353274,3.9186408054408606,3.9186408054408606,3.9186408054408606,0.02276369599446713,0.02276369599446713,0.02276369599446713,0.0,0.0,0.0,28.608758436433632,28.390612421990703,1
12,2014-12-16,5.7988944133537785,20.095612126714162,36.04947476726968,5.7988944133537785,5.7988944133537785,3.9349272121655456,3.9349272121655456,3.9349272121655456,3.916646267926475,3.916646267926475,3.916646267926475,0.018280944239070618,0.018280944239070618,0.018280944239070618,0.0,0.0,0.0,28.61712184093432,28.433944412698402,1
13,2014-12-17,5.808188232762322,20.89914562777789,36.56940689962449,5.808188232762322,5.808188232762322,3.9307634308849337,3.9307634308849337,3.9307634308849337,3.917237474958765,3.917237474958765,3.917237474958765,0.013525955926169519,0.013525955926169519,0.013525955926169519,0.0,0.0,0.0,28.638802137800646,28.47484237739163,1
14,2014-12-18,5.817482052170865,21.013803575824326,36.50389034548898,5.817482052170865,5.817482052170865,3.9223594208390504,3.9223594208390504,3.9223594208390504,3.913859999999817,3.913859999999817,3.913859999999817,0.008499420839233477,0.008499420839233477,0.008499420839233477,0.0,0.0,0.0,28.635737585065353,28.5132836689201,1
15,2014-12-19,5.826775871579408,21.187786777645407,36.50686775963764,5.826775871579408,5.826775871579408,3.9174114570963163,3.9174114570963163,3.9174114570963163,3.914208581983894,3.914208581983894,3.914208581983894,0.0032028751124223943,0.0032028751124223943,0.0032028751124223943,0.0,0.0,0.0,28.652654428836954,28.54934135895142,1
16,2014-12-22,5.854657329805038,21.298171353246307,36.070669981956385,5.854657329805038,5.854657329805038,3.9043741122409226,3.9043741122409226,3.9043741122409226,3.9186408054401545,3.9186408054401545,3.9186408054401545,-0.01426669319923212,-0.01426669319923212,-0.01426669319923212,0.0,0.0,0.0,28.713429844337394,28.57840959869401,1
17,2014-12-23,5.863951149213581,20.904157442955373,36.272399976948336,5.863951149213581,5.863951149213581,3.8960555643360912,3.8960555643360912,3.8960555643360912,3.916646267917077,3.916646267917077,3.916646267917077,-0.02059070358098552,-0.02059070358098552,-0.02059070358098552,0.0,0.0,0.0,28.710230653102172,28.605140565666026,1
18,2014-12-24,5.873244968622124,20.75146967950801,36.833595489687,5.873244968622124,5.873244968622124,3.8900935577290934,3.8900935577290934,3.8900935577290934,3.917237474958762,3.917237474958762,3.917237474958762,-0.02714391722966863,-0.02714391722966863,-0.02714391722966863,0.0,0.0,0.0,28.72071738402386,28.629592304182047,1
19,2014-12-26,5.891832607439211,20.76107615391688,36.367148823881166,5.891832607439211,5.891832607439211,3.873350882452817,3.873350882452817,3.873350882452817,3.9142085820044334,3.9142085820044334,3.9142085820044334,-0.04085769955161664,-0.04085769955161664,-0.04085769955161664,0.0,0.0,0.0,28.71296763672816,28.652391355748087,1
20,2014-12-29,5.9197140656648415,20.824262644638132,36.28600454479196,5.9197140656648415,5.9197140656648415,3.8561279411096683,3.8561279411096683,3.8561279411096683,3.91864080543984,3.91864080543984,3.91864080543984,-0.06251286433017161,-0.06251286433017161,-0.06251286433017161,0.0,0.0,0.0,28.74688887765495,28.675730882491745,1
21,2014-12-30,5.929007885073385,20.8264388548523,36.5019970632975,5.929007885073385,5.929007885073385,3.8467799851639244,3.8467799851639244,3.8467799851639244,3.9166462679186793,3.9166462679186793,3.9166462679186793,-0.0698662827547551,-0.0698662827547551,-0.0698662827547551,0.0,0.0,0.0,28.73659674925277,28.688514713773664,1
22,2014-12-31,5.938301704481928,20.357653288660316,36.725427602294936,5.938301704481928,5.938301704481928,3.8400309538857806,3.8400309538857806,3.8400309538857806,3.9172374749587604,3.9172374749587604,3.9172374749587604,-0.07720652107297916,-0.07720652107297916,-0.07720652107297916,0.0,0.0,0.0,28.741564063205224,28.700958936000745,1
23,2015-01-02,5.956889343299014,20.721759605622438,36.73800392714546,5.956889343299014,5.956889343299014,3.822592588135732,3.822592588135732,3.822592588135732,3.9142085819948322,3.9142085819948322,3.9142085819948322,-0.09161599385910028,-0.09161599385910028,-0.09161599385910028,0.0,0.0,0.0,28.727650395338557,28.70984376175454,1
24,2015-01-05,5.984770801524644,21.25457512544606,36.60673491011869,5.984770801524644,5.984770801524644,3.807074772999399,3.807074772999399,3.807074772999399,3.9186408054391335,3.9186408054391335,3.9186408054391335,-0.11156603243973459,-0.11156603243973459,-0.11156603243973459,0.0,0.0,0.0,28.76924074219251,28.72319407746725,1
25,2015-01-06,5.994064620933187,20.739934356846547,36.542721310342806,5.994064620933187,5.994064620933187,3.799160612050517,3.799160612050517,3.799160612050517,3.916646267927567,3.916646267927567,3.916646267927567,-0.11748565587704984,-0.11748565587704984,-0.11748565587704984,0.0,0.0,0.0,28.766478834868067,28.734576518070366,1
26,2015-01-07,6.00335844034173,20.97991045121362,36.84807401992074,6.00335844034173,6.00335844034173,3.7943221490151493,3.7943221490151493,3.7943221490151493,3.917237474958766,3.917237474958766,3.917237474958766,-0.122915325943617,-0.122915325943617,-0.122915325943617,0.0,0.0,0.0,28.7820343390074,28.74143696753736,1
27,2015-01-08,6.012652259750273,21.551695083446464,37.01544150205546,6.012652259750273,6.012652259750273,3.786079769037764,3.786079769037764,3.786079769037764,3.9138599999987216,3.9138599999987216,3.9138599999987216,-0.1277802309609574,-0.1277802309609574,-0.1277802309609574,0.0,0.0,0.0,28.77703333864998,28.74811723609215,1
28,2015-01-09,6.021946079158816,20.663602304569032,36.52140305064528,6.021946079158816,6.021946079158816,3.7822011203823407,3.7822011203823407,3.7822011203823407,3.914208581995153,3.914208581995153,3.914208581995153,-0.13200746161281215,-0.13200746161281215,-0.13200746161281215,0.0,0.0,0.0,28.798157286635337,28.755861226353296,1
29,2015-01-12,6.049827537384446,21.350899490672234,36.23176703067891,6.049827537384446,6.049827537384446,3.778447273718456,3.778447273718456,3.778447273718456,3.918640805418596,3.918640805418596,3.918640805418596,-0.14019353170014034,-0.14019353170014034,-0.14019353170014034,0.0,0.0,0.0,28.908781902481543,28.775442652928632,1
30,2015-01-13,6.05912135679299,20.980859822767442,37.17589291182171,6.05912135679299,6.05912135679299,3.7754152234150653,3.7754152234150653,3.7754152234150653,3.9166462679236695,3.9166462679236695,3.9166462679236695,-0.14123104450860416,-0.14123104450860416,-0.14123104450860416,0.0,0.0,0.0,28.93482036774859,28.794235801937997,1
31,2015-01-14,6.068415176201532,21.37983312563661,37.1611147896254,6.068415176201532,6.068415176201532,3.7758901745911664,3.7758901745911664,3.7758901745911664,3.9172374749587586,3.9172374749587586,3.9172374749587586,-0.1413473003675924,-0.1413473003675924,-0.1413473003675924,0.0,0.0,0.0,28.982084415360823,28.8187845685488,1
32,2015-01-15,6.0777089956100765,21.19217784522882,37.08399660496154,6.0777089956100765,6.0777089956100765,3.7733475970998906,3.7733475970998906,3.7733475970998906,3.91386000000262,3.91386000000262,3.91386000000262,-0.14051240290272898,-0.14051240290272898,-0.14051240290272898,0.0,0.0,0.0,29.011017630067748,28.845729925235055,1
33,2015-01-16,6.08700281501862,21.24382456047604,36.52125525575241,6.08700281501862,6.08700281501862,3.7754998679651415,3.7754998679651415,3.7754998679651415,3.914208581975629,3.914208581975629,3.914208581975629,-0.13870871401048748,-0.13870871401048748,-0.13870871401048748,0.0,0.0,0.0,29.06848113942486,28.879812999643683,1
34,2015-01-20,6.124178092652793,21.437891426861366,37.31445333119052,6.124178092652793,6.124178092652793,3.794701653329141,3.794701653329141,3.794701653329141,3.916646267925273,3.916646267925273,3.916646267925273,-0.12194461459613189,-0.12194461459613189,-0.12194461459613189,0.0,0.0,0.0,29.36360682612445,28.93924960803688,1
