,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,SMA,Signal
1289,2020-01-14,92.27687743736738,80.45745609824928,98.47624864121573,92.27687743736738,92.27687743736738,-2.977991285152757,-2.977991285152757,-2.977991285152757,-0.03244446364119165,-0.03244446364119165,-0.03244446364119165,-2.945546821511565,-2.945546821511565,-2.945546821511565,0.0,0.0,0.0,89.29888615221462,89.26908681487703,1
1290,2020-01-15,92.54422760437191,80.5673917238974,99.22003109821526,92.54422760437191,92.54422760437191,-3.002979495901939,-3.002979495901939,-3.002979495901939,-0.014620711020621128,-0.014620711020621128,-0.014620711020621128,-2.9883587848813176,-2.9883587848813176,-2.9883587848813176,0.0,0.0,0.0,89.54124810846997,89.29118524405185,1
1291,2020-01-16,92.81157777137653,79.94497111945607,99.16523290424905,92.81157777137653,92.81157777137653,-3.051985367818151,-3.051985367818151,-3.051985367818151,-0.03377705830011171,-0.03377705830011171,-0.03377705830011171,-3.018208309518039,-3.018208309518039,-3.018208309518039,0.0,0.0,0.0,89.75959240355839,89.32802035919623,1
1292,2020-01-17,93.07892793838107,80.3035993896821,99.61600281057935,93.07892793838107,93.07892793838107,-3.1960632017036485,-3.1960632017036485,-3.1960632017036485,-0.1637292770468564,-0.1637292770468564,-0.1637292770468564,-3.0323339246567924,-3.0323339246567924,-3.0323339246567924,0.0,0.0,0.0,89.88286473667742,89.38832003546013,1
1293,2020-01-21,94.1483286063994,82.18411334271194,101.77744459767129,94.1483286063994,94.1483286063994,-2.920495067987428,-2.920495067987428,-2.920495067987428,-0.03244446364126744,-0.03244446364126744,-0.03244446364126744,-2.8880506043461605,-2.8880506043461605,-2.8880506043461605,0.0,0.0,0.0,91.22783353841197,89.58030233928389,1
1294,2020-01-22,94.41567877340394,82.2942180316156,101.06923197605916,94.41567877340394,94.41567877340394,-2.809411504511718,-2.809411504511718,-2.809411504511718,-0.014620711020565998,-0.014620711020565998,-0.014620711020565998,-2.7947907934911522,-2.7947907934911522,-2.7947907934911522,0.0,0.0,0.0,91.60626726889222,89.80443993839101,1
1295,2020-01-23,94.68302894040856,82.64165433611029,101.43898038636524,94.68302894040856,94.68302894040856,-2.7114914753455377,-2.7114914753455377,-2.7114914753455377,-0.03377705830027629,-0.03377705830027629,-0.03377705830027629,-2.6777144170452614,-2.6777144170452614,-2.6777144170452614,0.0,0.0,0.0,91.97153746506302,90.0670746393732,1
1296,2020-01-24,94.9503791074131,82.88336205077547,101.22199235680228,94.9503791074131,94.9503791074131,-2.7011027641200442,-2.7011027641200442,-2.7011027641200442,-0.163729277046953,-0.163729277046953,-0.163729277046953,-2.5373734870730913,-2.5373734870730913,-2.5373734870730913,0.0,0.0,0.0,92.24927634329305,90.3638607094768,1
1297,2020-01-27,95.7524296084268,84.26930308604896,102.89814514630777,95.7524296084268,95.7524296084268,-2.10903403209838,-2.10903403209838,-2.10903403209838,-0.11778312058625984,-0.11778312058625984,-0.11778312058625984,-1.9912509115121202,-1.9912509115121202,-1.9912509115121202,0.0,0.0,0.0,93.64339557632842,90.81799087339081,1
1298,2020-01-28,96.01977977543143,84.5557683376483,104.24715729047881,96.01977977543143,96.01977977543143,-1.807623574845482,-1.807623574845482,-1.807623574845482,-0.03244446364083005,-0.03244446364083005,-0.03244446364083005,-1.775179111204652,-1.775179111204652,-1.775179111204652,0.0,0.0,0.0,94.21215620058595,91.3393057793495,1
1299,2020-01-29,96.28712994243597,85.76478918752667,104.32585061293489,96.28712994243597,96.28712994243597,-1.5618230662972878,-1.5618230662972878,-1.5618230662972878,-0.014620711020657798,-0.014620711020657798,-0.014620711020657798,-1.54720235527663,-1.54720235527663,-1.54720235527663,0.0,0.0,0.0,94.72530687613867,91.8819478517419,1
1300,2020-01-30,96.55448010944069,85.58538552025826,104.22401507083488,96.55448010944069,96.55448010944069,-1.3448051094116227,-1.3448051094116227,-1.3448051094116227,-0.03377705830031666,-0.03377705830031666,-0.03377705830031666,-1.3110280511113062,-1.3110280511113062,-1.3110280511113062,0.0,0.0,0.0,95.20967500002907,92.44879054089782,1
1301,2020-01-31,96.82183027644523,86.47032162979964,104.81823090298295,96.82183027644523,96.82183027644523,-1.2344151286525304,-1.2344151286525304,-1.2344151286525304,-0.16372927704748474,-0.16372927704748474,-0.16372927704748474,-1.0706858516050457,-1.0706858516050457,-1.0706858516050457,0.0,0.0,0.0,95.5874151477927,93.03157281532125,1
1302,2020-02-03,97.62388077745892,87.30370024326002,106.53890654266611,97.62388077745892,97.62388077745892,-0.4856740533230555,-0.4856740533230555,-0.4856740533230555,-0.11778312058570921,-0.11778312058570921,-0.11778312058570921,-0.3678909327373463,-0.3678909327373463,-0.3678909327373463,0.0,0.0,0.0,97.13820672413587,93.75710701406709,1
1303,2020-02-04,97.89123094446354,88.91461432734802,107.7973564620723,97.89123094446354,97.89123094446354,-0.18685967566645587,-0.18685967566645587,-0.18685967566645587,-0.032444463640905856,-0.032444463640905856,-0.032444463640905856,-0.15441521202555003,-0.15441521202555003,-0.15441521202555003,0.0,0.0,0.0,97.70437126879709,94.4047607871056,1
